In,Ga,Zn,Sn,Temp,Thick,Mobility,Vth,Stability,Feasibility,Reference
0.4373469350434741,0.3205375343826987,0.24211553057382718,0.0,329,76,46.51106042433815,-0.47784986246920513,1.3263673915497276,1.0,"Nomura et al., Nature (2004)"
0.5868921003345355,0.0,0.41310789966546446,0.0,188,49,218.59268353971402,-1.49,2.8413498927940104,1.0,"Barquinha et al., JCS (2008)"
0.3617842885095617,0.4349038188607635,0.2033118926296748,0.0,414,56,51.451116878953584,0.179615275443054,1.0688597171734582,0.7,"Kamiya et al., J. Disp. Tech (2009)"
0.6443118123373685,0.0,0.35568818766263155,0.0,396,62,207.4401514992904,-1.62,1.482596545602703,1.0,"Barquinha et al., JCS (2008)"
0.6465250594429482,0.0,0.35347494055705175,0.0,304,71,320.33537566376646,-1.71,1.0450520932535046,1.0,"Barquinha et al., JCS (2008)"
0.41042981390592514,0.10560692737101957,0.27109975137518927,0.21286350734786605,379,26,107.25010916148003,-1.263299305211654,0.8824065142936331,1.0,"Kim et al., IEEE EDL (2023)"
0.4809126155464625,0.38512368117811074,0.13396370327542678,0.0,325,48,47.653802869714255,0.06049472471244299,0.6873868531347154,1.0,"Nomura et al., Nature (2004)"
0.33998739652244836,0.28519728058111904,0.2607279282311693,0.1140873946652633,347,47,77.13496996576559,-0.5573856670060504,0.3982376116687405,1.0,"Park et al., APL (2025)"
0.42052159362688296,0.4082237899428893,0.17125461643022777,0.0,245,55,26.442598811446594,0.08289515977155726,0.6979994073868095,1.0,"Kamiya et al., J. Disp. Tech (2009)"
0.344773247856565,0.3212950473377664,0.33393170480566853,0.0,204,67,14.557329979290639,-0.38481981064893434,1.0536573576621182,1.0,"Nomura et al., Nature (2004)"
0.4935211948219105,0.27774237372550825,-0.04952423090465652,0.2782606623572378,366,23,173.07995261488745,-0.6755518298124426,0.6669957815787294,1.0,"Kim et al., IEEE EDL (2023)"
0.4627328359384898,0.3636173970786356,0.1736497669828746,0.0,392,46,60.05439527007799,-0.005530411685457592,0.5299445174950894,1.0,"Kamiya et al., J. Disp. Tech (2009)"
0.3998175316658668,0.12158776534052028,0.2248483431789553,0.25374635981465765,186,37,136.1100515374121,-1.3911416582672342,0.5327172644692131,1.0,"Park et al., APL (2025)"
0.35738607752689067,0.1342928015241534,0.27350742117067106,0.23481369977828495,255,48,75.1598116115588,-1.4124561934599562,0.8638204119055447,1.0,"Kim et al., IEEE EDL (2023)"
0.30722246362495115,0.21392580976404846,0.21516086829699949,0.26369085831400085,379,38,121.84182936308365,-1.0516784775718078,0.9981987985901475,1.0,"Park et al., APL (2025)"
0.4179133658901998,0.4247401685711271,0.1573464655386731,0.0,362,42,27.907735625528034,0.2789606742845085,1.0110347389564334,1.0,"Kamiya et al., J. Disp. Tech (2009)"
0.36208353095474644,0.13723138819331493,0.3076827601255361,0.19300232072640255,200,66,115.41406501842502,-1.4970790886795453,0.17580880838440516,1.0,"Park et al., APL (2025)"
0.3497772973370144,0.45034607680578553,0.19987662585720012,0.0,374,69,32.804497191917385,0.11138430722314208,1.0384962452019548,1.0,"Nomura et al., Nature (2004)"
0.316225005172502,0.4576590381937665,0.22611595663373152,0.0,371,78,42.62100342836635,0.05063615277506606,1.162071035769365,1.0,"Nomura et al., Nature (2004)"
0.38929497834666227,0.47701577947184315,0.13368924218149458,0.0,162,28,39.93473988943545,0.6280631178873726,1.0867320778041911,1.0,"Nomura et al., Nature (2004)"
0.3527864312228157,0.37143315534890103,0.27578041342828324,0.0,160,61,22.93510966522838,-0.12426737860439585,0.7508151051951149,1.0,"Kamiya et al., J. Disp. Tech (2009)"
0.32025263243017377,0.42469835241279186,0.2550490151570344,0.0,349,68,41.40810328970539,0.01879340965116738,0.6485845599248552,1.0,"Nomura et al., Nature (2004)"
0.31241652228227024,0.3806308239982399,0.3069526537194899,0.0,216,23,31.5840704304461,0.29252329599295956,1.0359635918207066,1.0,"Kamiya et al., J. Disp. Tech (2009)"
0.5000061202267542,0.0,0.49999387977324583,0.0,243,58,176.8190016698045,-1.58,1.279892124404961,1.0,"Barquinha et al., JCS (2008)"
0.3237287481877598,0.41012306071466686,0.26614819109757337,0.0,429,37,40.3200926235363,0.27049224285866746,0.882009348987144,0.7,"Nomura et al., Nature (2004)"
0.357309968196306,0.40958511789901614,0.23310491390467786,0.0,338,65,18.048573193898353,-0.01165952840393547,0.905907582157797,1.0,"Nomura et al., Nature (2004)"
0.34318271137742784,0.3843266592958514,0.27249062932672075,0.0,339,41,58.24961831057127,0.12730663718340562,0.9184404946306207,1.0,"Kamiya et al., J. Disp. Tech (2009)"
0.37955742956942146,0.2425410716373781,0.15022100684587006,0.22768049194733034,393,36,82.27481270807198,-0.8451966973451484,0.6866591207381633,1.0,"Kim et al., IEEE EDL (2023)"
0.4048479519328807,0.33361500985469117,0.26153703821242813,0.0,441,22,57.175337661338844,0.11446003941876468,1.1088261756540336,0.7,"Nomura et al., Nature (2004)"
0.4784055525786551,0.17838801930936504,0.22805369001766057,0.11515273809431935,232,53,104.7338508350361,-1.0467533989511786,0.7517640510761785,1.0,"Kim et al., IEEE EDL (2023)"
0.3422844463722528,0.3238929498299749,0.33382260379777234,0.0,369,77,39.51981531939398,-0.4744282006801004,0.8664567324996394,1.0,"Nomura et al., Nature (2004)"
0.33451416806302253,0.46006486809393443,0.20542096384304298,0.0,285,42,45.86965011036771,0.42025947237573774,0.8148352014754298,1.0,"Nomura et al., Nature (2004)"
0.5661299169967965,0.0,0.4338700830032035,0.0,354,41,247.71941147411533,-1.4100000000000001,1.2067123709978098,1.0,"Fortunato et al., Adv. Mater (2012)"
0.4720255353763793,0.412294640327507,0.11567982429611362,0.0,352,41,44.92794918518938,0.23917856131002802,0.9847618664583679,1.0,"Kamiya et al., J. Disp. Tech (2009)"
0.48658185389777125,0.46081951339535226,0.052598632706876425,0.0,171,29,38.4623355889303,0.553278053581409,0.5358249488156338,1.0,"Nomura et al., Nature (2004)"
0.318182452165862,0.41113370288734186,0.2706838449467961,0.0,295,22,36.366997149794926,0.42453481154936745,0.9774092595814575,1.0,"Nomura et al., Nature (2004)"
0.48304835329682183,0.1667794603616635,0.09017493076193794,0.25999725557957676,296,56,80.64100135613306,-1.4128766697124995,0.7589922343155678,1.0,"Kim et al., IEEE EDL (2023)"
0.4521335662437039,0.2794026119220029,0.13610486411054917,0.13235895772374412,209,66,90.17725921521334,-0.8071074677594767,0.8973182211397854,1.0,"Kim et al., IEEE EDL (2023)"
0.37302650158953476,0.41120290006243343,0.2157705983480318,0.0,401,36,33.834009807249416,0.28481160024973373,1.0456806394996203,0.7,"Kamiya et al., J. Disp. Tech (2009)"
0.451103807296167,0.35744619955415474,0.1914499931496782,0.0,378,61,70.23643619649435,-0.18021520178338102,1.05174284707778,1.0,"Nomura et al., Nature (2004)"
0.4644649063045136,0.17847226866071575,0.16855122704425035,0.18851159799052025,394,64,158.111009147262,-1.3031341213381775,0.979628918830703,1.0,"Park et al., APL (2025)"
0.4359766641580401,0.47975295444438426,0.0842703813975757,0.0,228,71,29.19256059851347,0.20901181777753708,0.9869416795942184,1.0,"Nomura et al., Nature (2004)"
0.4965115000896402,0.48152861533339114,0.02195988457696868,0.0,302,68,28.52789343620984,0.24611446133356452,1.0300221621301022,1.0,"Kamiya et al., J. Disp. Tech (2009)"
0.3412051966515613,0.3847885011788982,0.2740063021695406,0.0,310,42,37.854951938328185,0.11915400471559273,0.9076731529804234,1.0,"Nomura et al., Nature (2004)"
0.3484357854357764,0.2335441045533494,0.17463160734453484,0.2433885026663393,266,68,92.16333594451318,-1.2326005871192809,0.8039057239279799,1.0,"Kim et al., IEEE EDL (2023)"
0.43065201361479,0.47741148015065576,0.09193650623455424,0.0,325,39,20.57329547339586,0.519645920602623,0.5532132947212138,1.0,"Nomura et al., Nature (2004)"
0.5877717497712165,0.0,0.4122282502287835,0.0,319,41,240.58028872914744,-1.4100000000000001,2.5179747630158014,1.0,"Barquinha et al., JCS (2008)"
0.30108093707712097,0.41307690813086195,0.285842154792017,0.0,253,28,48.27728732662084,0.3723076325234478,0.9864520713755627,1.0,"Kamiya et al., J. Disp. Tech (2009)"
0.4267396823798312,0.45981352297904593,0.1134467946411229,0.0,190,69,26.26478932662642,0.14925409191618366,1.0709939204687917,1.0,"Nomura et al., Nature (2004)"
0.3505806499598045,0.17406860433442878,0.294978436016584,0.18037230968918264,384,42,61.34709268103664,-1.08447020204065,1.1018652426678788,1.0,"Kim et al., IEEE EDL (2023)"
0.42852184973198526,0.36587151173963184,0.2056066385283829,0.0,389,20,46.895768381033086,0.26348604695852734,1.1230739262793352,1.0,"Kamiya et al., J. Disp. Tech (2009)"
0.3154243371425775,0.3934648194774849,0.29111084337993753,0.0,187,70,27.014171338066866,-0.12614072209006044,0.6875472004761156,1.0,"Kamiya et al., J. Disp. Tech (2009)"
0.3705630036841773,0.10909320417043036,0.2406391148835596,0.2797046772618328,341,73,121.2204059500451,-1.8530365378419442,0.8434900659072643,1.0,"Kim et al., IEEE EDL (2023)"
0.4964419071152333,0.4987632346512953,0.004794858233471422,0.0,270,40,54.03373458296563,0.5950529386051812,0.8000321799545045,1.0,"Nomura et al., Nature (2004)"
0.49980816865128397,0.46606944038262876,0.03412239096608727,0.0,291,51,34.033813293751514,0.35427776153051505,0.9651664283398796,1.0,"Kamiya et al., J. Disp. Tech (2009)"
0.37464259814843004,0.3116206997854033,0.31373670206616666,0.0,164,30,26.614808356534734,-0.05351720085838679,1.2932062236512183,1.0,"Nomura et al., Nature (2004)"
0.3186335788617333,0.48945728785573617,0.19190913328253045,0.0,426,63,42.49070713951027,0.32782915142294466,0.9860349700891792,0.7,"Kamiya et al., J. Disp. Tech (2009)"
0.3889790315644627,0.2506718866517428,0.2439989757142573,0.11635010606953725,277,76,70.21051653844337,-0.9900126655321033,0.4728233965648928,1.0,"Kim et al., IEEE EDL (2023)"
0.3793134961422146,0.24922567069570514,0.19792607637937432,0.1735347567827059,419,56,90.87573706660822,-0.9101668307825913,0.78944017423348,0.7,"Kim et al., IEEE EDL (2023)"
0.4312486176956447,0.3133043937265532,0.25544698857780207,0.0,386,57,34.69450883482443,-0.3167824250937872,1.3872333869248095,1.0,"Nomura et al., Nature (2004)"
0.3670671571953141,0.46801456405493497,0.1649182787497509,0.0,252,39,37.311146276246056,0.48205825621973986,1.0292478786110557,1.0,"Kamiya et al., J. Disp. Tech (2009)"
0.45886920079282334,0.21798553249737246,0.21101950874029976,0.11212575796950444,448,69,77.17503146658385,-1.0423093859495192,0.5925633488295468,0.7,"Park et al., APL (2025)"
0.38546092297986195,0.3410637690989792,0.2734753079211588,0.0,321,56,41.2204721704457,-0.19574492360408335,1.0095673099892402,1.0,"Nomura et al., Nature (2004)"
0.36967844697098373,0.30997694302420004,0.32034461000481623,0.0,219,53,35.46461085333107,-0.2900922279031999,1.4243911909392386,1.0,"Kamiya et al., J. Disp. Tech (2009)"
0.36947305679117304,0.22852793540762603,0.1386301708394274,0.2633688369617735,397,64,130.73629822174428,-1.2526259322930429,0.6915430322056398,1.0,"Kim et al., IEEE EDL (2023)"
0.3140940443869806,0.11043281567335772,0.3539020071936669,0.22157113274599477,322,37,103.4582702465822,-1.3714110027985589,0.7710356020165927,1.0,"Park et al., APL (2025)"
0.43198856109167866,0.37174729611609375,0.19626414279222754,0.0,448,56,48.29940362809434,-0.07301081553562505,1.3244274025027907,0.7,"Nomura et al., Nature (2004)"
0.3321852387981194,0.20843219854493406,0.32888066726205767,0.13050189539488885,347,69,114.50073389555851,-1.1172749966100415,0.9869577101210477,1.0,"Park et al., APL (2025)"
0.36693029468545846,0.3782535811047934,0.25481612420974814,0.0,294,33,36.47004060960466,0.1830143244191736,0.8072381689737215,1.0,"Kamiya et al., J. Disp. Tech (2009)"
0.32801516139585285,0.428894364717736,0.24309047388641114,0.0,166,57,24.80451615646787,0.14557745887094398,0.9891313785783914,1.0,"Kamiya et al., J. Disp. Tech (2009)"
0.47869177488834314,0.3185601253905682,0.20274809972108865,0.0,189,65,31.73483411311489,-0.37575949843772716,1.0919440162428846,1.0,"Nomura et al., Nature (2004)"
0.5224168838377636,0.0,0.47758311616223637,0.0,182,28,225.2803767025321,-1.28,2.03175640220635,1.0,"Fortunato et al., Adv. Mater (2012)"
0.3441182023878354,0.1114723722774057,0.42796743221226774,0.11644199312249118,253,21,67.71988714269564,-0.9969944971353595,0.9100636799970839,1.0,"Park et al., APL (2025)"
0.475910123648372,0.4626101507277536,0.06147972562387438,0.0,191,62,23.961346008685805,0.23044060291101431,1.1007881672082152,1.0,"Nomura et al., Nature (2004)"
0.6373414099024461,0.0,0.36265859009755386,0.0,284,22,309.57455446855994,-1.22,2.4529814627089723,1.0,"Barquinha et al., JCS (2008)"
0.3752309681742062,0.4914787688707784,0.1332902629550154,0.0,362,43,43.9422531608287,0.5359150754831137,1.2671712050630608,1.0,"Kamiya et al., J. Disp. Tech (2009)"
0.670183858553253,0.0,0.329816141446747,0.0,373,36,347.83598661755826,-1.3599999999999999,2.2931049238619012,1.0,"Barquinha et al., JCS (2008)"
0.3431783682885261,0.1062399999090403,0.3894457984196816,0.161135833382752,413,66,74.61753341837439,-1.5573116671293428,0.8741255177726545,0.7,"Kim et al., IEEE EDL (2023)"
0.36978878223819334,0.4738418681127054,0.15636934964910126,0.0,369,76,55.83186455266923,0.1353674724508216,0.880857596530236,1.0,"Nomura et al., Nature (2004)"
0.39967373328301864,0.35284984184397855,0.24747642487300275,0.0,415,61,29.800654588325944,-0.19860063262408578,1.220803032758203,0.7,"Nomura et al., Nature (2004)"
0.4295091411334674,0.35063278852975394,0.21985807033677868,0.0,206,23,26.570107284347547,0.17253115411901573,1.2487929875977883,1.0,"Kamiya et al., J. Disp. Tech (2009)"
0.34795830879295164,0.46572687048914085,0.1863148207179075,0.0,174,53,36.19488762138478,0.3329074819565634,0.8556303148599003,1.0,"Nomura et al., Nature (2004)"
0.42748923685968343,0.3934770044432576,0.17903375869705895,0.0,188,33,23.59782256280176,0.24390801777303045,1.020275932877659,1.0,"Nomura et al., Nature (2004)"
0.3251745157143968,0.3711527481123012,0.303672736173302,0.0,363,58,49.25161886261452,-0.09538900755079516,0.961438606227951,1.0,"Nomura et al., Nature (2004)"
0.46555178642093814,0.24526611803784598,0.06184047141843246,0.22734162412278336,302,46,71.9807829107228,-0.9336187760941828,0.6793842024420518,1.0,"Kim et al., IEEE EDL (2023)"
0.3960213202735024,0.2205399649602902,0.1178351351409262,0.26560357962528125,219,51,43.80340769043052,-1.1590472994094017,0.6663309060976979,1.0,"Kim et al., IEEE EDL (2023)"
0.5962991444586964,0.0,0.40370085554130364,0.0,351,67,190.4926058251829,-1.67,1.3752000557560955,1.0,"Fortunato et al., Adv. Mater (2012)"
0.44484648998700527,0.32499781492159385,0.23015569509140088,0.0,361,68,58.640879417613675,-0.38000874031362464,1.1448114783207979,1.0,"Kamiya et al., J. Disp. Tech (2009)"
0.4636721818352765,0.4581116579167434,0.07821616024798012,0.0,344,36,35.94500422832443,0.47244663166697365,0.8736705425890046,1.0,"Kamiya et al., J. Disp. Tech (2009)"
0.36254847811922286,0.4485122724393956,0.18893924944138152,0.0,443,59,47.02215765098247,0.2040490897575825,1.1996175488977703,0.7,"Nomura et al., Nature (2004)"
0.353791591163129,0.42881242082356696,0.21739598801330395,0.0,408,52,54.70702577404478,0.19524968329426784,0.7286295869415789,0.7,"Kamiya et al., J. Disp. Tech (2009)"
0.34753516020982955,0.4898310948114877,0.16263374497868277,0.0,184,55,13.95539394644757,0.40932437924595066,0.8748267660836148,1.0,"Nomura et al., Nature (2004)"
0.46443287971512126,0.3136203235287602,0.22194679675611856,0.0,170,54,43.06229811425415,-0.2855187058849593,0.7633456773948939,1.0,"Kamiya et al., J. Disp. Tech (2009)"
0.34833026918251053,0.1887151387185163,0.30597303831974615,0.156981553779227,438,49,83.59868463968007,-1.049102552684389,1.0195093154072676,0.7,"Kim et al., IEEE EDL (2023)"
0.4482860571327091,0.1626574292185605,0.22951169296546464,0.15954482068326575,295,38,143.12154092390298,-1.0484599244922896,0.8729503671988472,1.0,"Park et al., APL (2025)"
0.5262815521327601,0.0,0.47371844786723993,0.0,241,77,264.7488351595939,-1.77,1.466821919383371,1.0,"Fortunato et al., Adv. Mater (2012)"
0.40966998900879364,0.12062574327539743,0.35413533706683276,0.1155689306489762,158,26,97.75329927626287,-1.0086348881963627,0.7074520779773823,1.0,"Kim et al., IEEE EDL (2023)"
0.45222498635475095,0.47896186352711756,0.0688131501181315,0.0,447,33,29.509789048256064,0.5858474541084702,0.9022859768334281,0.7,"Nomura et al., Nature (2004)"
0.4802573210037935,0.10603385207114378,0.1683933268357491,0.24531550008931363,370,65,166.8729013117613,-1.716495591894052,0.5740054443517968,1.0,"Kim et al., IEEE EDL (2023)"
0.38618509832469583,0.3673151177150029,0.24649978396030126,0.0,418,75,10.41354813143996,-0.28073952913998834,1.1214016270895155,0.7,"Nomura et al., Nature (2004)"
0.4476973062892083,0.3290820524301036,0.2232206412806882,0.0,335,28,44.79321299025825,0.036328209720414284,1.3368380150652184,1.0,"Nomura et al., Nature (2004)"
0.4393995100769206,0.30382673761749723,0.2567737523055822,0.0,442,79,64.8000941662645,-0.5746930495300111,1.0627509077073203,0.7,"Kamiya et al., J. Disp. Tech (2009)"
0.4201628849217267,0.474727790919375,0.10510932415889829,0.0,274,49,29.848767626662568,0.4089111636775,0.9468430852713673,1.0,"Nomura et al., Nature (2004)"
0.6868769357317951,0.0,0.3131230642682049,0.0,324,41,203.97870517799836,-1.4100000000000001,2.4331665714935564,1.0,"Fortunato et al., Adv. Mater (2012)"
0.381098420407374,0.26839279588387416,0.18575003684830238,0.1647587468604495,167,31,88.22817324740639,-0.5659463101854023,0.8672759663951108,1.0,"Park et al., APL (2025)"
0.3856916717758641,0.2328258198385207,0.17551736813405255,0.2059651402515627,305,66,99.39685481924276,-1.1406270011490427,1.3911244600055301,1.0,"Kim et al., IEEE EDL (2023)"
0.43649823234380025,0.2427419765674376,0.1457131238160636,0.17504666727269858,406,53,80.13339038803491,-0.9091254282756468,0.763975951728584,0.7,"Park et al., APL (2025)"
0.3896747828169754,0.426845631950172,0.18347958523285268,0.0,386,22,52.71309354484873,0.487382527800688,0.8297527509480412,1.0,"Kamiya et al., J. Disp. Tech (2009)"
0.3839379216888285,0.4631997003804181,0.15286237793075336,0.0,447,28,69.71009164169043,0.5727988015216723,0.9818796637890921,0.7,"Kamiya et al., J. Disp. Tech (2009)"
0.5320810753652014,0.0,0.46791892463479856,0.0,167,22,329.525389539359,-1.22,1.3818585057461898,1.0,"Barquinha et al., JCS (2008)"
0.4751868013267849,0.20187746301717588,0.16755508956487397,0.1553806460911652,297,61,98.22083284493489,-1.1132514401136269,0.6313177680431235,1.0,"Park et al., APL (2025)"
0.3993756597245247,0.4268298378073023,0.17379450246817296,0.0,201,41,36.580930711305136,0.29731935122920927,0.8205576037285807,1.0,"Nomura et al., Nature (2004)"
0.39715696221110003,0.13946857367149074,0.22409990479390207,0.23927455932350722,247,76,103.78312506294667,-1.6806748239610516,0.830419855088888,1.0,"Park et al., APL (2025)"
0.6433301046147692,0.0,0.35666989538523075,0.0,370,57,157.8397104612851,-1.57,2.6514976062847926,1.0,"Fortunato et al., Adv. Mater (2012)"
0.3229980036113114,0.45350602923328487,0.22349596715540376,0.0,297,48,27.922344413793947,0.3340241169331395,0.956393549231098,1.0,"Nomura et al., Nature (2004)"
0.3697332876377168,0.37205927828428087,0.2582074340780023,0.0,441,49,48.566209028307924,-0.0017628868628765115,1.1076162645450085,0.7,"Nomura et al., Nature (2004)"
0.4846912132585167,0.42381148052125794,0.09149730622022534,0.0,328,67,40.48661653445782,0.025245922085031736,0.9007227357674179,1.0,"Nomura et al., Nature (2004)"
0.5477565483662543,0.0,0.4522434516337457,0.0,355,57,202.29911185169087,-1.57,1.8080449382365569,1.0,"Fortunato et al., Adv. Mater (2012)"
0.4920155881893657,0.16567182505657502,0.089764344090068,0.25254824266399123,368,43,141.35049638483596,-1.2724091851016823,0.6181432551310058,1.0,"Kim et al., IEEE EDL (2023)"
0.328196987332229,0.44756523327317277,0.2242377793945982,0.0,164,44,12.13492243602217,0.3502609330926911,1.235116288864628,1.0,"Kamiya et al., J. Disp. Tech (2009)"
0.30679216038663143,0.4992068477410139,0.1940009918723546,0.0,199,67,28.807140895228898,0.32682739096405566,0.6172850047097891,1.0,"Kamiya et al., J. Disp. Tech (2009)"
0.3177161584006309,0.4922763286088102,0.19000751299055885,0.0,355,48,41.76595628276142,0.48910531443524086,0.5724933481925307,1.0,"Kamiya et al., J. Disp. Tech (2009)"
0.3126955461723221,0.1110856172298112,0.3613134474326466,0.21490538916522006,309,23,83.36695880815822,-1.2154683094111953,0.5925723316813367,1.0,"Kim et al., IEEE EDL (2023)"
0.5764169092422059,0.0,0.4235830907577941,0.0,192,75,243.32926379821026,-1.75,1.9820594152065403,1.0,"Fortunato et al., Adv. Mater (2012)"
0.5045160283580911,0.0,0.49548397164190894,0.0,447,20,204.33476376618793,-1.2,2.4793897574169765,0.7,"Fortunato et al., Adv. Mater (2012)"
0.3880626138175356,0.35520439477889354,0.25673299140357086,0.0,162,65,39.22471806799895,-0.22918242088442586,1.12622553807835,1.0,"Nomura et al., Nature (2004)"
0.3669700185477634,0.3071948782138521,0.32583510323838455,0.0,413,47,30.877334162922295,-0.2412204871445916,1.571128827512038,0.7,"Kamiya et al., J. Disp. Tech (2009)"
0.47851568120567944,0.3189522179655353,0.20253210082878526,0.0,437,66,86.17177853483079,-0.38419112813785883,1.7465480389725483,0.7,"Kamiya et al., J. Disp. Tech (2009)"
0.5473123672628506,0.0,0.4526876327371494,0.0,162,45,132.405146168578,-1.45,1.9788574564921995,1.0,"Barquinha et al., JCS (2008)"
0.48236714220539906,0.4196063237837856,0.0980265340108154,0.0,207,78,44.24507034685583,-0.10157470486485765,1.3458303235138465,1.0,"Nomura et al., Nature (2004)"
0.33328011652011025,0.22930136497807532,0.2932989982629573,0.14411952023885716,221,77,96.1527488018349,-1.141033580565413,0.6627954321781093,1.0,"Kim et al., IEEE EDL (2023)"
0.3364172492025976,0.22728529581486714,0.2542490270535301,0.18204842792900516,421,52,113.24794654160533,-0.9749556725985418,0.8466541156679279,0.7,"Kim et al., IEEE EDL (2023)"
0.5894354912354322,0.0,0.41056450876456785,0.0,330,62,189.05866931958607,-1.62,3.381687461914831,1.0,"Barquinha et al., JCS (2008)"
0.4113597658300182,0.12285368668709527,0.2633408934251411,0.20244565405774537,171,59,103.53133914646851,-1.5034765613671097,0.8883484863746763,1.0,"Kim et al., IEEE EDL (2023)"
0.34033692840866875,0.11009433779349234,0.44506522865310055,0.10450350514473834,228,79,86.91110001325643,-1.5586296591155073,0.8871238080315977,1.0,"Park et al., APL (2025)"
0.43829157148319897,0.3375540920558396,0.22415433646096145,0.0,360,62,35.718719173237915,-0.26978363177664166,1.0645543014594214,1.0,"Kamiya et al., J. Disp. Tech (2009)"
0.43340496845934384,0.36844633407125893,0.19814869746939723,0.0,171,61,40.96236168687143,-0.13621466371496427,1.0107640249559517,1.0,"Nomura et al., Nature (2004)"
0.35372996212666014,0.49866223824908484,0.14760779962425508,0.0,389,63,39.88957680296795,0.36464895299633937,0.35260948725500985,1.0,"Nomura et al., Nature (2004)"
0.40439300502121756,0.31230921497501346,0.283297780003769,0.0,449,32,32.983681417626585,-0.07076314009994616,1.3342190008749546,0.7,"Kamiya et al., J. Disp. Tech (2009)"
0.4673066130472806,0.1353757212655045,0.14519409550933832,0.25212357017787657,265,53,80.65176860010902,-1.4927442552937351,0.36529068146073657,1.0,"Park et al., APL (2025)"
0.6592769831222105,0.0,0.3407230168777895,0.0,431,38,262.2150553383608,-1.38,2.1592501440191074,0.7,"Barquinha et al., JCS (2008)"
0.39638982188703475,0.36816325168654285,0.2354469264264224,0.0,307,37,28.803512671744162,0.1026530067461714,1.435497780157035,1.0,"Nomura et al., Nature (2004)"
0.45885586271356804,0.1491175624295415,0.191462328592923,0.20056424626396746,435,20,128.29634540235716,-1.004658242809769,0.757000448250689,0.7,"Kim et al., IEEE EDL (2023)"
0.6160579732002118,0.0,0.38394202679978817,0.0,258,79,160.50871663204282,-1.79,1.446037588952008,1.0,"Barquinha et al., JCS (2008)"
0.4689962395521016,0.14502856704705527,0.09548105360364817,0.2904941397971949,226,37,121.82361125118628,-1.3708740114061686,0.6932683712602536,1.0,"Kim et al., IEEE EDL (2023)"
0.3016169512005341,0.3837612415250559,0.31462180727440997,0.0,183,36,29.109518878834482,0.1750449661002237,1.2736386508135318,1.0,"Nomura et al., Nature (2004)"
0.42794261440812387,0.20466529730475252,0.19004652762315002,0.17734556066397358,310,74,97.83600867819874,-1.276029932108937,0.6252287095567642,1.0,"Kim et al., IEEE EDL (2023)"
